HOST_ID,TYPE,CITY,REVIEWS,RATING,GUESTS,ROOMS,PRICE,LAT,LONG,NAME
52114377,Private room,Lexington,23,5,1,1,43,38.035648,-84.514442,Campus down PrivateRoom&PrivateBath
52114377,Private room,Lexington,1,0,4,2,100,38.035925,-84.516202,Two private rooms and bath OnCampus
33565474,Entire home/apt,Lexington,0,0,6,3,1000,38.036308,-84.49011,3BR Townhome for Breeders Cup
39821961,Entire home/apt,Lexington,59,5,2,0,39,38.036321,-84.480017,Mentelle Park Guest House
18558911,Entire home/apt,Lexington,1,0,6,2,275,38.036435,-84.487848,Entertainer's Delight
44739046,Entire home/apt,Lexington,3,4.5,10,4,245,38.036573,-84.496196,Casa Verde -  Artist's Bungalow Downtown
53228418,Entire home/apt,Lexington,17,5,5,2,80,38.037176,-84.463924,Cute 2Bedroom Minutes from Downtown
47662784,Entire home/apt,Lexington,0,0,6,2,600,38.037178,-84.540256,Cozy home 2 BR 2 BA near Keeneland
66052835,Entire home/apt,Lexington,13,5,5,1,89,38.0372,-84.486699,Great Main Street Apt Downtown Lex!
34191256,Private room,Lexington,3,5,2,1,45,38.037229,-84.521304,Cute private room and bathroom!
41764305,Entire home/apt,Lexington,0,0,6,2,200,38.037383,-84.47943,nice house;est. neighborhood 2 mi.
33067822,Private room,Lexington,4,5,2,1,125,38.037507,-84.366539,Contemporary Rural Retreat
32166317,Entire home/apt,Lexington,13,5,2,1,75,38.037687,-84.49568,"Spacious, private 1Bd between UK campus & Downtown"
32166317,Entire home/apt,Lexington,17,5,5,2,75,38.037702,-84.495149,Charming 2 Bedroom Apartment
32166317,Entire home/apt,Lexington,91,5,5,2,75,38.037776,-84.495232,Newly remodeled 2 bedroom apartment
63790379,Private room,Lexington,6,5,4,1,60,38.037777,-84.474423,The Walnut Room
2242410,Entire home/apt,Lexington,37,5,4,2,85,38.037853,-84.459412,"Purple Door, Tiny House"
71203464,Entire home/apt,Lexington,2,0,6,2,88,38.037873,-84.490825,A quaint townhouse near downtown with two bedrooms
33067822,Private room,Lexington,1,0,2,1,60,38.03792,-84.366916,Quaint & Quiet with Pleasant View
13740825,Private room,Lexington,3,5,4,1,150,38.037946,-84.476826,Eclectic In Lex-2br/1ba downtown
23632493,Entire home/apt,Lexington,75,5,3,1,50,38.038165,-84.49409,Transylvania Park Private Suite/UK
5050541,Entire home/apt,Lexington,19,5,8,4,135,38.038221,-84.520869,Charming Four Bedroom Cape Cod
39815175,Entire home/apt,Lexington,54,5,6,3,62,38.038605,-84.484184,Entire open spacious home.
669799,Entire home/apt,Lexington,38,5,3,1,89,38.038665,-84.489846,Cute carriage house near downtown!
669799,Entire home/apt,Lexington,33,5,6,2,115,38.038851,-84.4915,The White House - close to downtown
66052835,Entire home/apt,Lexington,8,4.5,6,1,99,38.039005,-84.487383,Historic Main St. Gorgeous Apt!
17591879,Private room,Lexington,33,5,2,1,85,38.03927,-84.492526,Near UK campus/ Lex downtown
48960752,Private room,Lexington,23,4.5,2,1,45,38.039376,-84.519474,Spacious Bedroom Near Downtown/UK Campus
22417860,Entire home/apt,Lexington,21,5,4,1,95,38.039426,-84.489556,Historic Clay Villa - Apt 1202
43603865,Private room,Lexington,4,5,4,2,75,38.039706,-84.539968,"Charming 3BD home, 2BD available!"
34221329,Private room,Lexington,1,0,2,1,80,38.039788,-84.511503,Efficient housing near UK Campus
45364044,Entire home/apt,Lexington,0,0,4,1,400,38.039858,-84.441883,1 bedroom apartment near i 75
32081355,Entire home/apt,Lexington,1,0,6,3,1000,38.039862,-84.563423,"Cozy, Peaceful Home Rental"
1537532,Entire home/apt,Lexington,0,0,4,3,175,38.039868,-84.492984,Entire 1920s Bungalow Near Downtown/UK
5341075,Private room,Lexington,14,5,4,1,34,38.040152,-84.559056,Welcome Equestrians and UK Sports Fans
39815175,Entire home/apt,Lexington,124,5,2,1,28,38.040474,-84.499578,UK/downtown flat 8
25968111,Entire home/apt,Lexington,4,4.5,4,2,45,38.040502,-84.551019,Cozy 2 bedroom near Keeneland
22417860,Entire home/apt,Lexington,46,5,4,1,95,38.04054,-84.489493,Historic 1845 Clay Villa Apt 1201
39815175,Entire home/apt,Lexington,48,4.5,2,1,35,38.040642,-84.495784,UK/Downtown getaway 4
29784006,Private room,Lexington,4,5,2,1,45,38.040805,-84.44214,Private Room 10 min from Downtown
16929151,Entire home/apt,Lexington,2,0,3,1,79,38.040936,-84.496086,Vintage Artist Getaway
24865076,Entire home/apt,Lexington,68,5,2,1,90,38.041004,-84.494222,Awesome downtown LEX & UK location
39815175,Entire home/apt,Lexington,226,5,2,0,30,38.041423,-84.498881,Charming downtown/UK campus 5
39815175,Entire home/apt,Lexington,153,5,2,1,27,38.041645,-84.499548,Downtown/UK campus entire apartment 3
25968111,Private room,Lexington,2,0,2,1,25,38.041776,-84.55178,Master in a cozy 2 bedroom duplex.
9983682,Entire home/apt,Lexington,0,0,6,1,140,38.042055,-84.436677,Lake/TownHouse: Upscale Traquility Near Everything
45940825,Entire home/apt,Lexington,1,0,2,1,200,38.042126,-84.495924,Cozy Downtown Studio
39815175,Entire home/apt,Lexington,188,4.5,2,1,29,38.042276,-84.500038,stylish down town/UK campus apt 7
10831157,Entire home/apt,Lexington,76,5,2,1,99,38.042344,-84.49439,Lexington Downtown Modern Apartment
1284004,Entire home/apt,Lexington,0,0,5,2,950,38.043129,-84.49279,Downtown Condo
34069399,Private room,Lexington,0,0,2,1,400,38.043159,-84.500229,Historic meets modern downtown
116424537,Entire home/apt,Lexington,0,0,5,2,90,38.043265,-84.50446,Stylish Downtown/UK 2BR Apartment
40723117,Entire home/apt,Lexington,2,0,6,4,400,38.043512,-84.631531,Lovely house next to Keeneland
20360336,Entire home/apt,Lexington,15,5,3,1,75,38.043713,-84.501695,Cozy historical flat! WALK TO RUPP
99923316,Entire home/apt,Lexington,8,5,6,2,85,38.043975,-84.504203,UK Campus/Downtown: Best in Show 2 Bedroom Condo
46145967,Private room,Lexington,0,0,2,1,35,38.044004,-84.50161,"Private Room, historic district, Campus/Downtown"
83166704,Entire home/apt,Lexington,0,0,2,1,60,38.044229,-84.546901,Apartment close to airport/Keenland/downtown
71367046,Entire home/apt,Lexington,3,5,3,1,75,38.044357,-84.500383,"Walk to Rupp Arena, UK and Downtown"
22623214,Entire home/apt,Lexington,8,5,2,1,125,38.044544,-84.500485,Historic Downtown Lexington Condo
21785020,Entire home/apt,Lexington,100,5,4,0,80,38.044771,-84.49268,"Downtown/UK, Private, quiet, lovely"
79864139,Entire home/apt,Lexington,1,0,4,3,150,38.045008,-84.425967,Nice home by Hamburg pavilion/rupp
56912146,Entire home/apt,Lexington,11,5,2,0,80,38.045518,-84.503215,Studio next to Rupp Arena and Hyatt
43285446,Entire home/apt,Lexington,0,0,6,3,1600,38.045697,-84.503613,Old Kentucky Historic Home
97310454,Entire home/apt,Lexington,3,5,5,3,500,38.045847,-84.505374,Modern 3 bedroom w/ garage downtown
21815192,Entire home/apt,Lexington,16,5,4,2,85,38.045929,-84.620156,Gentlemen's Farmhouse
66427839,Entire home/apt,Lexington,42,5,2,1,95,38.045931,-84.503419,Downtown Lexington Condo
28257079,Entire home/apt,Lexington,0,0,3,1,500,38.045983,-84.501058,Downtown Apartment 1 Bed/1 Bath
55316022,Entire home/apt,Lexington,49,5,2,1,99,38.045988,-84.479173,New construction Urban Studio
49795562,Entire home/apt,Lexington,7,4.5,3,1,69,38.046376,-84.50038,Downtown/Campus Lex Apt - Keeneland
24758407,Entire home/apt,Lexington,16,5,4,1,185,38.046577,-84.494732,Luxurious Flat in Historic Downtown
41901023,Entire home/apt,Lexington,0,0,6,3,1500,38.046983,-84.5029,Downtown historic home for Breeders
40988338,Entire home/apt,Lexington,15,5,10,3,600,38.047101,-84.502098,Historic Downtown Home
4892989,Entire home/apt,Lexington,1,0,5,2,275,38.047202,-84.502728,Dramatique - Downtown Lexington Condo
38026581,Entire home/apt,Lexington,9,5,5,2,300,38.04744,-84.499688,Luxury Condo Downtown Lexington
70580025,Entire home/apt,Lexington,10,5,6,2,259,38.047442,-84.500452,Fantastic Downtown Condo overlooking Rupp Arena
4892989,Entire home/apt,Lexington,26,5,5,2,250,38.047598,-84.503176,Stylish Condo Next to Rupp Arena
31349440,Entire home/apt,Lexington,22,4.5,4,2,56,38.047782,-84.497843,Downtown Lexington
28288631,Entire home/apt,Lexington,12,5,8,4,600,38.048,-84.505894,Downtown Home in Historic District
43731712,Private room,Lexington,29,5,4,1,45,38.048136,-84.488086,Charming home in downtown Lexington
22006054,Entire home/apt,Lexington,18,4.5,5,2,125,38.048157,-84.50745,Historic Downtown Apartment with Modern Feel
43941960,Entire home/apt,Lexington,3,5,6,4,450,38.048349,-84.50806,Historic Home downtown Lexington
44954176,Entire home/apt,Lexington,1,0,4,1,150,38.04864,-84.495751,Downtown apt available for weekends
44024457,Entire home/apt,Lexington,14,4.5,4,2,70,38.048805,-84.50162,Downtown apt.
36336900,Private room,Lexington,14,5,2,1,70,38.049114,-84.500717,Modern condo across from Rupp Arena
98994985,Entire home/apt,Lexington,29,5,3,1,89,38.049211,-84.505964,Private Apartment in Downtown Victorian Home
28288631,Entire home/apt,Lexington,31,5,6,2,125,38.04943,-84.507457,Downtown Townhome Near Rupp Arena
70580025,Entire home/apt,Lexington,8,5,4,1,149,38.049548,-84.500745,One Bedroom Oasis in Downtown Lexington
22006054,Entire home/apt,Lexington,11,4.5,5,2,120,38.049696,-84.506894,Awesome Condo in the heart of Downtown
22737636,Entire home/apt,Lexington,6,5,4,2,275,38.049876,-84.490101,"Downtown Home - UK, Keeneland, Rupp, Horse Park"
6384951,Entire home/apt,Lexington,19,5,2,1,55,38.049924,-84.490329,Unique Apartment Downtown
14049552,Entire home/apt,Lexington,52,5,2,1,85,38.049942,-84.505112,Downtown Updated Victorian
14049552,Entire home/apt,Lexington,18,5,2,1,85,38.049953,-84.505207,Downtown Victorian Flat
66517475,Entire home/apt,Lexington,2,0,6,2,115,38.050123,-84.559027,Stone Cottage At Calumet Spring
28288631,Entire home/apt,Lexington,12,5,6,2,133,38.050233,-84.507257,Cozy Downtown Townhouse
23152738,Entire home/apt,Lexington,0,0,10,4,1050,38.050328,-84.489231,Stay downtown during Breeders Cup!
21873896,Entire home/apt,Lexington,5,5,4,2,199,38.050333,-84.488142,Charming Downtown Bungalow
44739046,Entire home/apt,Lexington,0,0,4,2,214,38.050443,-84.491566,Mulberry Hill Townhouse
28288631,Entire home/apt,Lexington,19,5,8,3,150,38.050511,-84.507785,Renovated Downtown Townhouse
100342299,Entire home/apt,Lexington,4,4.5,4,2,95,38.050656,-84.487476,Downtown Bungalow with large fenced yard
9195018,Private room,Lexington,23,5,2,1,58,38.050735,-84.484529,100 year old downtown room
14472982,Private room,Lexington,67,5,2,1,75,38.050944,-84.47561,Turret room in 1880 Victorian 'castle'~
91768015,Private room,Lexington,6,5,2,1,75,38.051094,-84.502385,Faulkner Suite in the heart of downtown Lexington
14472982,Private room,Lexington,21,5,3,1,95,38.051127,-84.475683,Grand room in 1880 Victorian 'castle'~
3735352,Private room,Lexington,72,5,2,1,69,38.051231,-84.475688,Churchill Room-City of Lexington
9419025,Entire home/apt,Lexington,13,4.5,4,2,150,38.051673,-84.503014,Downtown Lexington 2 Bed Condo
14552149,Entire home/apt,Lexington,108,5,2,0,60,38.051713,-84.497192,Studio in Historic Downtown
35218286,Private room,Lexington,0,0,4,1,65,38.051716,-84.505069,Penthouse Suite next to Rupp Arena!
91768015,Private room,Lexington,8,4.5,2,1,75,38.051792,-84.50281,Historic Belle Breezing Suite on Short Street
14472982,Private room,Lexington,36,5,2,1,70,38.051801,-84.47584,Garden room in 1880 Victorian 'castle'~
14552149,Entire home/apt,Lexington,31,5,4,1,74,38.05181,-84.499257,2 Room Suite in Historic Building
14552149,Entire home/apt,Lexington,31,5,2,0,50,38.051825,-84.497896,Studio #3 in Downtown Historic Building
14552149,Entire home/apt,Lexington,74,5,2,1,60,38.052022,-84.499228,Studio #2 in Historic Downtown
1219830,Entire home/apt,Lexington,0,0,4,2,1150,38.052031,-84.500719,City Center TownHome for Breeders
111049272,Entire home/apt,Lexington,5,4.5,8,2,110,38.052276,-84.496387,Historic Townhouse in the Heart of Downtown
16919242,Entire home/apt,Lexington,45,5,2,2,125,38.052301,-84.498121,FUN location on W. 2nd St.
75470973,Entire home/apt,Lexington,12,5,9,3,295,38.052427,-84.494923,Historic and elegant Morrison Cabin built in 1787
4538953,Private room,Lexington,48,5,4,1,95,38.052583,-84.504877,Cozy Attic Room in House Downtown
14472982,Private room,Lexington,9,5,3,1,90,38.0526,-84.476891,Manor room in 1880 Victorian 'castle'~
36074408,Entire home/apt,Lexington,22,5,6,3,125,38.05268,-84.498618,The Breckinridge House
14472982,Entire home/apt,Lexington,16,5,12,4,295,38.052685,-84.475172,1880 Victorian 'castle'!
7425456,Entire home/apt,Lexington,59,5,6,3,99,38.052912,-84.47118,Downtown Cottage @ Castlewood Park
52457889,Private room,Lexington,58,5,2,1,57,38.052989,-84.436268,Clean-Quiet-Private Guestroom w/ Private Bath
13740825,Entire home/apt,Lexington,19,5,4,2,125,38.052994,-84.499695,Downtown Abbey-Great Location!
45477065,Entire home/apt,Lexington,5,5,5,2,99,38.053018,-84.467943,"Pet friendly Home in Lexington, KY"
10995081,Entire home/apt,Lexington,30,5,8,4,500,38.053038,-84.496952,Gorgeous Downtown Lexington Mansion
39458949,Entire home/apt,Lexington,0,0,4,2,950,38.053059,-84.503075,631 West Main St.
18558911,Entire home/apt,Lexington,13,5,6,3,500,38.053152,-84.496372,Gorgeous Historic Downtown Home
3735352,Private room,Lexington,14,4.5,1,1,65,38.053159,-84.474779,Keeneland Room-City of Lexingtonhtt
35218286,Private room,Lexington,114,5,3,1,37,38.053173,-84.503238,Sweet Suite Rupp Arena!!
13078323,Entire home/apt,Lexington,13,5,2,1,95,38.053681,-84.502429,Great location blocks from Rupp
24550499,Entire home/apt,Lexington,40,4.5,6,2,125,38.053866,-84.490149,LUXURY DOWNTOWN APARTMENT
4538953,Private room,Lexington,9,5,2,1,55,38.054025,-84.504665,Downtown Room on Main-Private Room
20806685,Entire home/apt,Lexington,48,4.5,3,1,65,38.054071,-84.50432,Private apartment downtown near Rupp/Jefferson St
43496981,Entire home/apt,Lexington,0,0,4,2,900,38.054148,-84.503132,1843 Renovated Downtown Gem
46883611,Entire home/apt,Lexington,34,5,4,1,110,38.054207,-84.501,Downtown apartment above wine bar
22163536,Entire home/apt,Lexington,2,0,2,1,225,38.05446,-84.502356,Private apartment with courtyard
1841050,Private room,Lexington,121,5,6,1,66,38.054524,-84.479299,Super Hip Bunk Room for 6 People
4538953,Private room,Lexington,90,5,3,1,59,38.054592,-84.504146,Private Room - 2 Beds in Downtown
17644094,Entire home/apt,Lexington,121,5,2,1,53,38.054662,-84.503594,Little House Dwntwn - Close to Rupp
29517222,Private room,Lexington,0,0,2,1,259,38.054682,-84.490496,Lyndon House B&B - Bluegrass Suite
22163536,Entire home/apt,Lexington,46,5,2,0,75,38.054756,-84.502451,A private downtown retreat
29517222,Private room,Lexington,3,5,2,1,199,38.054893,-84.491888,Lyndon House B&B - Headley Room
43450188,Entire home/apt,Lexington,0,0,5,2,650,38.054989,-84.497619,Breeder's Cup Rental
45807771,Entire home/apt,Lexington,0,0,4,3,500,38.055046,-84.496007,Historic Downtown Flat
64803164,Entire home/apt,Lexington,21,5,5,3,80,38.055259,-84.486471,Newly Renovated NoLi Flat
51866939,Entire home/apt,Lexington,8,4.5,6,3,125,38.055434,-84.500981,Updated Downtown Lexington Kentucky Historic Home
15874097,Private room,Lexington,128,5,5,2,69,38.055489,-84.477973,Exciting Place to Stay and Explore!
29517222,Private room,Lexington,0,0,2,1,229,38.055724,-84.49009,Lyndon House B&B-Belle Brezing Room
11039156,Entire home/apt,Versailles,17,5,10,4,299,38.055774,-84.656083,15 Pisgah Station/Horse Farm Haven
17644094,Entire home/apt,Lexington,55,5,2,1,46,38.055804,-84.502765,UNIQUE!! 1BR Loft-Rupp-Downtown w/ Many Extras.
54329100,Entire home/apt,Lexington,0,0,2,1,95,38.055888,-84.488146,Charming Shotgun House in Historic Downtown
15874097,Entire home/apt,Lexington,16,5,10,3,199,38.056148,-84.479381,Fun and Exciting House to Stay!
29517222,Entire home/apt,Lexington,3,5,14,7,1500,38.056191,-84.492026,Lyndon House Bed & Breakfast
29517222,Private room,Lexington,0,0,2,1,169,38.056316,-84.491964,Lyndon House B&B - Shaker Suite
49866271,Private room,Lexington,55,5,2,1,65,38.056338,-84.490606,Downtown Private Entry Bed & Bath
10995081,Entire home/apt,Lexington,21,4.5,5,2,160,38.056508,-84.499843,Renovated Downtown Apartment
24872958,Private room,Lexington,16,4.5,4,1,48,38.056753,-84.477515,Private bed and bath near Rupp
7988145,Entire home/apt,Lexington,39,5,2,1,45,38.057132,-84.490652,Studio Apartment on Urban Farm
8675900,Private room,Lexington,3,5,2,1,75,38.057726,-84.492177,Bourbon Trail Historic Luxury 2
19655318,Entire home/apt,Lexington,4,5,5,1,200,38.058159,-84.479913,One of a Kind Loft
8675900,Private room,Lexington,4,5,3,1,75,38.058281,-84.490515,Bourbon Trail Historic Luxury 3
46373678,Private room,Lexington,0,0,3,1,330,38.05848,-84.4869,Historic Elsmere Park
45004107,Entire home/apt,Lexington,17,5,2,1,129,38.058775,-84.491329,Marvelous duplex home
8675900,Private room,Lexington,11,5,2,1,75,38.058872,-84.491773,Bourbon Trail Historic Luxury 1
5050541,Entire home/apt,Lexington,89,5,4,1,89,38.059503,-84.496693,Charming Row House Near Breweries
44842846,Private room,Lexington,37,5,2,1,33,38.059571,-84.487936,Private Guestroom in Historic Downtown
25497001,Entire home/apt,Lexington,8,5,4,2,189,38.059843,-84.491394,Modern Guest House - Total Remodel!
7425456,Private room,Lexington,58,5,4,2,59,38.060598,-84.491201,Private 2 Bedroom/1 bath: Downtown Lex
7425456,Entire home/apt,Lexington,130,5,6,3,89,38.061466,-84.490735,Cozy Downtown Guest House!
105851337,Entire home/apt,Lexington,4,4.5,3,1,59,38.06318,-84.505901,Downtown vacation home with one bed/bath/kitchen
5676309,Private room,Lexington,1,0,2,1,68,38.063972,-84.454873,Cozy City Retreat w/Great Location and more!
101163726,Entire home/apt,Lexington,2,0,8,2,77,38.064003,-84.505545,Row house close to it all! Rupp/UK/Keeneland/Food
29069670,Entire home/apt,Lexington,3,5,4,2,70,38.064669,-84.518561,"Cozy, cute 2BR townhouse near downtown, businesses"
5676309,Private room,Lexington,8,5,2,1,68,38.065747,-84.456338,"Cozy City Retreat, Great Location!"
43786535,Entire home/apt,Lexington,0,0,6,3,1200,38.06645,-84.530555,Breeders Cup Weekend Rental
44405563,Entire home/apt,Lexington,0,0,6,3,1200,38.066581,-84.531364,Breeders Cup Rental
28572116,Entire home/apt,Lexington,8,5,5,2,275,38.076825,-84.606023,Horse Farm Cottage near Keeneland
18988062,Private room,Lexington,3,5,1,1,29,38.082676,-84.556572,Another Bedroom by Keeneland Etc.
18988062,Private room,Lexington,7,4.5,1,1,29,38.083423,-84.557065,Bedroom Near Keeneland & KY H. Park
51011950,Entire home/apt,Lexington,3,5,6,3,255,38.083448,-84.563646,"Minutes to Horsepark, Keenland & UK"
65644627,Entire home/apt,Lexington,12,5,6,3,125,38.084059,-84.550265,Lexington Home Close to Keeneland
91312669,Entire home/apt,Lexington,12,5,7,3,75,38.084339,-84.550955,Family Home on Leestown near Airport & Keeneland
82500561,Entire home/apt,Lexington,10,4,8,3,150,38.085404,-84.466844,Large ranch home near downtown
29347997,Private room,Lexington,2,0,2,1,99,38.085985,-84.486786,Quiet quarters near KY Horse Park
105644655,Private room,Lexington,6,5,2,1,25,38.086718,-84.503725,Private room & bath near downtown.
46376515,Entire home/apt,Lexington,0,0,5,3,425,38.088998,-84.539044,BREEDER'S CUP GETAWAY VACATION HOME
18988062,Entire home/apt,Lexington,45,5,6,3,105,38.089377,-84.547303,"Masterson, Premium King/Queen Beds, Clean Sheets"
20521214,Private room,Lexington,3,5,2,1,105,38.090024,-84.444068,Lovely suite minutes from Downtown
20521214,Private room,Lexington,2,0,2,1,95,38.090422,-84.443766,2nd bedroom and fancy bathroom!
72333240,Private room,Lexington,0,0,2,1,99,38.090632,-84.476889,Cozy 2BD & FREE PARKING.
39540138,Entire home/apt,Lexington,0,0,6,3,590,38.090646,-84.553826,9 min. from Keeneland Breeders' Cup
18988062,Entire home/apt,Lexington,102,4.5,6,4,119,38.091272,-84.549872,"12 Mn Keenlnd/KY Horse Premium King, Clean Sheets"
28641741,Entire home/apt,Lexington,4,5,6,3,225,38.09241,-84.549316,Quiet & Convenient 3 BR/2 BA Home Away from Home
44422528,Entire home/apt,Lexington,0,0,6,3,525,38.092519,-84.505017,Cute & Convenient!
42912435,Entire home/apt,Paris,0,0,3,1,85,38.094158,-84.315352,Rutledge/McCoy farm
97663127,Private room,Lexington,42,5,2,1,35,38.094366,-84.543729,PRIVATE ROOM & BATHROOM - QUIET SAFE NEIGHBORHOOD
46001651,Entire home/apt,Lexington,0,0,7,3,800,38.094932,-84.527399,Large 1 family house 2500 sq. feet
25258176,Entire home/apt,Lexington,12,5,4,3,106,38.095465,-84.504535,Condo near Keeneland/Rupp/Horsepark
2321088,Private room,Lexington,27,4.5,2,1,45,38.098472,-84.541925,Comfortable house in Lexington
16884205,Private room,Lexington,0,0,2,1,25,38.099779,-84.538935,Entire second floor for private use
30157895,Entire home/apt,Lexington,5,5,2,1,265,38.101996,-84.425261,Charming Cottage on a TB Horse Farm
37089468,Entire home/apt,Lexington,35,5,4,1,125,38.103931,-84.575162,Charming Cottage Home on a Farm
43825877,Entire home/apt,Lexington,0,0,4,3,650,38.104243,-84.375029,Bluegrass Country Cottage /TB Farm
28458326,Private room,Lexington,4,5,2,1,69,38.10479,-84.509989,Charming Clean Spacious Quiet home
38601583,Private room,Lexington,6,5,2,1,50,38.108323,-84.539781,Quiet Room in Beautiful House
45960498,Private room,Lexington,32,5,4,1,60,38.109134,-84.535456,"Bed, Bath, and Loft"
30129596,Private room,Lexington,16,5,2,1,68,38.120019,-84.450643,Minutes from Kentucky Horse Park
74665206,Private room,Paris,0,0,4,1,185,38.128715,-84.337086,Beautiful basement apartment .
74665206,Entire home/apt,Paris,0,0,4,1,185,38.128943,-84.338614,Beautiful Guest Cabin
74665206,Entire home/apt,Paris,0,0,9,4,375,38.130065,-84.337536,HILL TOP FARM Bourbon County
10282269,Entire home/apt,Paris,2,0,4,2,150,38.139211,-84.33915,Wickliffe
10282269,Entire home/apt,Paris,0,0,4,2,225,38.139383,-84.341091,Limerick
24415854,Entire home/apt,Lexington,10,5,2,1,95,38.144165,-84.595024,Hillwood Farm Tack House
44739046,Entire home/apt,Lexington,1,0,10,3,495,38.146096,-84.390788,Harp Innis Farm -  A Lexington Bluegrass Estate
40743882,Entire home/apt,Midway,5,5,6,3,220,38.160629,-84.64356,Saddlestone Cottage - Bourbon Trail & Horse Farms
2647381,Private room,Lexington,26,5,2,1,79,38.185803,-84.418281,Working farm near Ky. Horse Park
114837164,Private room,Georgetown,0,0,2,1,37,38.187888,-84.571001,Cozy private room and bath
112351730,Private room,Georgetown,0,0,2,1,30,38.192691,-84.575372,Master Bedroom with private bath
67333257,Private room,Paris,3,5,2,1,45,38.193929,-84.336892,Horse Country Room